"Guid","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
1e35ffb4-9004-41fd-a060-b01aef495277,34995.0,2023-07-15,"#N/A","#N/A",Pipeline,false,"#N/A",DabZ - Additional Sale,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
1e7769fb-bdff-43fa-95ab-c2539b8efea3,72395.0,2021-12-09,"#N/A","#N/A",Closed,false,"#N/A",Talane - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
1ef6da82-8db4-4062-88e9-d2a4e474bdf8,34350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Browsebug - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
1f3c5365-dd99-48cb-8dff-8bc139bec712,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Buzzbean - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
1fe7b325-ffc3-48a9-a295-9da7e36125e5,74395.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Aivee - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
1fe83644-4277-4094-a2af-fa9b47137f99,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Centimia - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
20024074-42bd-4eec-aca0-cbbddaa3f6f6,32395.00000002,2023-10-23,"#N/A","#N/A",Closed,false,"#N/A",Meejo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
20067be7-4f51-4f5c-95f1-74a997f0d32a,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Jetpulse - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
202339d1-6643-4ed6-837f-2d97ae7aa672,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Pixoboo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
203a2828-49c3-45ba-a338-2c3f3523ec1a,73995.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
2096647d-6175-4138-8a9a-40fe80e44299,34995.0,2023-07-21,"#N/A","#N/A",Pipeline,false,"#N/A",Buzzshare - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
2122264a-0e63-40ac-bc87-b7e4c950a846,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",DabZ - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
216c3d12-26eb-41b1-b677-679c4283de17,29995.0,2023-01-21,7c644f83-211d-4da3-97eb-39996ccdc580,"#N/A",Closed,false,"#N/A",Zoomcast - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
221bf8b0-e603-4175-b8ab-a8876cc096a2,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Vipe - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2268837e-4bba-4760-8686-99e10b175cad,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Photofeed - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
22922f6d-5750-4775-a76b-44eb6349766e,0.0,2023-11-22,"#N/A","#N/A",Pipeline,false,"#N/A",Blognation - SOW 2,"#N/A",90.0,false,false,"#N/A",false,"#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
22ee0a3d-d64e-4964-8fa2-846b6ce8342c,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Gigaclub - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
246d4466-0efb-4594-b89d-4a9ad64b6149,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Fliptune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
24a3b22d-781a-4f45-8199-7157e9cab71b,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Thoughtmix - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
24ad679a-b82e-4628-8448-c06d9459e983,34995.0,2023-07-04,"#N/A","#N/A",Pipeline,false,"#N/A",Wordtune - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
24db37d0-8904-49cb-8a38-a76930ddd360,29995.0,2023-06-25,"#N/A","#N/A",Closed,false,"#N/A",Digitube - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
24fe70d5-9edc-4185-999d-dad078ea7201,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Wikibox - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
2500d802-268c-4d80-be19-88b87687d5ac,73995.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Oyoba - Initial Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
250a180b-e048-42bb-9724-e516cad784da,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Fanoodle - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
253b8244-8ca4-4278-be84-461c537fe13b,72395.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Zoombox - Initial Sale,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
25dd2622-6373-4bb1-8c28-9f555ae75fa8,34995.0,2023-11-29,"#N/A","#N/A",Pipeline,false,"#N/A",Oozz - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
263df61a-df5c-4f4a-86a3-eef59469c18f,11550.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Eamia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
263e0252-84c2-4840-b178-ec1da6c4bc37,29995.0,2023-09-07,"#N/A",Potential big win for their decision maker,Closed,false,"#N/A",Zoovu - Additional Sale,great win for us,100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
265febce-c90f-40d7-b11d-e7b1c807014e,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Dynava - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
26d11e03-2842-47fd-882c-99cdf126ea39,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Plambee - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
27544e92-349c-4ca8-a862-7f0dec64e109,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Jetpulse - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2804afca-ff68-475c-aae9-6f333829ddae,29995.0,2023-06-25,05b9a712-85c3-4ea6-9dcf-28660546e623,"#N/A",Closed,false,"#N/A",Quimm - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
28680c72-3695-4226-b146-2b2536bccd6f,72395.0,2023-09-13,"#N/A","#N/A",Pipeline,false,"#N/A",Roomm - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
28da2fde-94c5-4663-9591-509882495263,18350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Topicshots - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
29084a94-4ebf-4f69-bd40-865cac8fb5b5,58900.0,2023-12-10,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 1,"#N/A",20.0,false,false,"#N/A",false,"#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
2a12ce55-f018-41ff-b4f8-4e068164fd41,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Voomm - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
2b07139c-575d-412b-9b03-481b8c4a9d82,11550.0,2023-11-06,"#N/A","#N/A",Pipeline,false,"#N/A",Meejo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
2b3f2173-39a0-42a2-ba75-46ae8ae161a5,100082.0,2023-11-27,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Upsell,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
2b4fca66-ca7f-474f-81be-524a548605c5,29995.0,2024-02-28,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
2c0de6be-a1c2-4a88-bfa6-6ff31444310e,29995.0,2023-03-10,"#N/A","#N/A",Closed,false,"#N/A",Browseblabc-Morales Corp. - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2c325650-0209-40ce-b210-50ceaca2dcae,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Yozio - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
2d18b58d-0d41-4d7a-a6ec-ef5dca64c66f,34995.0,2023-11-22,"#N/A","#N/A",Pipeline,false,"#N/A",Jabbersphere - Additional Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
2d9ff8b9-c1fe-4c17-9e62-ba936b6c9511,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Topicshots - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2f2ecac6-0c34-4e92-9f9a-126e3369ccaa,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Wordtune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2f410894-341f-4354-b816-355305d5c4b8,72395.0,2021-12-09,"#N/A","#N/A",Closed,false,"#N/A",Realcube - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
2f82ba21-4312-48ca-9c02-b1bbc3d1d31d,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
301c48c2-80c5-4596-90af-035d31cbac3e,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Chatterpoint - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
310bdad8-f2e9-4a85-97f0-09b2403dbaae,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Realcube - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
311e9354-12e3-424a-bb10-7399616d0228,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Vipe - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
31a318a6-6380-43d3-b546-2e7b7bbad673,34995.0,2023-07-27,"#N/A","#N/A",Pipeline,false,"#N/A",Brightdog - Additional Sale,"#N/A",60.0,false,false,"#N/A",false,"#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
31d92981-1742-4c3c-a155-f9e636d7757b,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Omba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
32173ae5-0bd9-47c3-9ef0-614278baeac6,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Uidoo - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
33084685-d3d9-4251-ae82-7061535ad40c,34995.0,2023-08-19,"#N/A","#N/A",Pipeline,false,"#N/A",Topdrive - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
334f54e2-2a92-4fac-8b70-96b142904384,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Skyba - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
33a871b4-153d-45b7-b2c2-a1b5e4fd9533,72395.0,2022-05-10,"#N/A","#N/A",Closed,false,"#N/A",Edgepulse - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
33e6e635-0534-4c5e-b342-f14774646890,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Jazzy - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
340ec39b-20ef-4a8b-85a5-2912634a2e43,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",DabZ - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
340fc5a3-da93-49b9-8d40-35a0412f672b,26050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Wordtune - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3458f50d-3d9f-4e82-a146-95cb3a3cb3d2,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Browseblabc-Morales Corp. - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3492656a-2921-444b-b2e7-d49a7273dd5d,72395.0,2023-11-07,"#N/A","#N/A",Pipeline,false,"#N/A",Meembee -Software Renewal and New Widgets,"#N/A",70.0,false,false,"#N/A",false,"#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
34e8cbb3-0124-4f15-94f8-449ed84b39ec,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Avaveo - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
355a4028-868c-45fe-9faa-1bec2435206c,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Gabcube - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3562e44b-b246-44ea-9b06-429b13820ca8,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Twinder - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3618327d-1db3-4093-b832-8916d7029e3f,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Lazzy - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3672afd2-f02c-43a7-94d3-0266ea1e1c73,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Skaboo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3734382e-d519-49e0-9d41-43c47be85a84,29995.0,2023-06-25,"#N/A","#N/A",Closed,false,"#N/A",Oodoo - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
380a9954-8c66-4036-9585-531436d7c53b,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Browseblabc-Morales Corp. - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
383d14b0-38b2-4cd0-a688-408f20033448,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3915607b-15e7-43c9-913f-622251c38c80,75000.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3947ab75-97ca-4238-8c30-0b96d1a08d25,11250.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Voolia - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
399df067-a832-40d7-909c-a48a7722bdbc,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Photolist - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
39a5a49f-b80e-4354-8edf-49c390f5a900,72395.0,2023-11-13,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Initial Sale,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
39fde276-8a70-4a0d-b651-f939fc63eade,29995.0,2023-06-25,"#N/A","#N/A",Closed,false,"#N/A",Kazu - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3a1873f3-fe98-4523-83ce-eafb612152d9,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Zoonoodle - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3a890449-7f54-4ea0-8d15-93e453e0a807,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Mycat - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3b0cc6e6-c390-4609-8ca4-c7e44d7efd46,105120.0,2023-10-18,"#N/A","#N/A",Pipeline,false,"#N/A",Roomm - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3b83a237-ff5d-4948-a2ef-b4f87d3b61e9,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Wordtune - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3bde6f86-1326-4cb5-a9cc-4d9de22d5df7,72395.0,2023-11-07,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 2,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
3be6b3d9-923d-42dc-811a-a37af2a90bb2,18350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3bfa38fd-0eae-4057-95d1-461f0bc5650a,100082.0,2023-12-27,"#N/A","#N/A",Pipeline,false,"#N/A",Wikizz - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3c1a55c3-a1ba-465c-8da6-12e698d3ec8a,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Realfire - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3c3018c1-aed8-4723-a244-8ff66f15d7b2,72395.0,2023-04-24,"#N/A","#N/A",Omitted,false,"#N/A",Eamia - Initial Sale,"#N/A",0.0,false,false,"#N/A",false,"#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3cb0fd54-b2c0-4842-a945-54b1c6378f7a,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Dabfeed - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3cd3a2e6-6971-4532-900a-daeda09d003b,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Yakitrit-Germain Hospital - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3d19ffce-7cec-4ada-bf2d-b85092ae1f1d,34995.0,2023-12-09,"#N/A","#N/A",Pipeline,false,"#N/A",Jaxworks - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
3d8a8b1e-4118-4616-af99-977a17486441,18050.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Layo - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3dd9164a-a0d4-4daa-aa34-ad16378c16a9,34995.0,2023-07-27,3f55d55c-c4eb-4427-a8ae-e97486ea8adf,"#N/A",Pipeline,false,"#N/A",Topicblabh-Sto Associates - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
3e42fb70-1257-4fef-987d-94d24d665a0e,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Kazu - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3ec9d74d-5ba2-4bd4-b630-0a616380020b,32395.00000002,2023-09-07,"#N/A","#N/A",Closed,false,"#N/A",Noba - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,Existing Business,"#N/A","#N/A",false,"#N/A"
3ee97fd6-99f7-475f-b51c-ed579b22ebef,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
40327230-60ae-4c4f-88c4-47e6a76a3966,72395.0,2022-08-04,"#N/A",Will give end of year incentive to sign,Closed,false,"#N/A",Gigaclub - Initial Sale,calling up the chain,100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
40d83112-e3d8-492e-bc56-e62fe6fd84c3,29995.0,2023-06-25,"#N/A","#N/A",Closed,false,"#N/A",Eazzy - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
415dfd00-d1b7-4398-a2cc-bc6ce5b49941,29995.0,2022-12-07,3f55d55c-c4eb-4427-a8ae-e97486ea8adf,"#N/A",Closed,false,"#N/A",Topicblabh-Sto Associates - Additional Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
41778323-55b0-435b-a86e-95faa7a29b33,18350.0,2023-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Dynava - Cross-sell,"#N/A",75.0,false,false,"#N/A",false,"#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
41900772-37ef-4a75-9003-c8ad4ea37424,43495.0,2023-11-07,"#N/A","#N/A",Pipeline,false,"#N/A",Yamia - SOW 3,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
419e8d21-71ee-466f-bdd3-dacbc4a1a00a,32395.00000002,2023-11-05,"#N/A","#N/A",Closed,false,"#N/A",Tagtune - Secondary Sale,"#N/A",100.0,false,false,"#N/A",false,"#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
41a2f2f4-17a5-468d-b5de-2decfa494f5d,34995.0,2023-09-10,"#N/A","#N/A",Pipeline,false,"#N/A",Skinte - Additional Sale,"#N/A",50.0,false,false,"#N/A",false,"#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
41ee8156-de5b-437b-a39e-d93c53482be1,100082.0,2024-01-11,"#N/A","#N/A",Pipeline,false,"#N/A",Twinder - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4281ccd0-b086-4ed9-a181-27e47f5e051a,75000.0,2023-12-27,"#N/A","#N/A",Pipeline,false,"#N/A",Kimia - Upsell,"#N/A",10.0,false,false,"#N/A",false,"#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
