"Guid","AccountSource","AnnualRevenue","BillingCity","BillingCountry","BillingGeocodeAccuracy","BillingLatitude","BillingLongitude","BillingPostalCode","BillingState","BillingStreet","Description","Fax","Industry","IsCustomerPortal","Jigsaw","Name","NumberOfEmployees","ParentId","Phone","ShippingCity","ShippingCountry","ShippingGeocodeAccuracy","ShippingLatitude","ShippingLongitude","ShippingPostalCode","ShippingState","ShippingStreet","SicDesc","Type","Website"
60efc332-62c0-48ff-b3c5-de3475aa4727,"#N/A",1.01006E11,New York,United States,"#N/A","#N/A","#N/A",10017-2014,NY,270 Park Ave,Human Rights Defense Fund is the leader in Non Profit in New York,"#N/A",Non Profit,false,"#N/A",Jetpulse,"#N/A","#N/A",1.212.270.6000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
612252cd-d971-4151-b761-f006849080e0,"#N/A",4.3025852E10,Irvine,United States,"#N/A","#N/A","#N/A",92612-0697,CA,3351 Michelson Dr Ste 100,Abilitech Software Solutions is the leader in Technology in Irvine,"#N/A",Technology,false,"#N/A",Kwimbee,"#N/A","#N/A",1.714.566.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3351 Michelson Dr Ste 100,"#N/A",Customer,"#N/A"
61e8a59e-1dae-4c0f-a258-5b359eb078d1,"#N/A",3.8581E10,Morris Plains,United States,"#N/A","#N/A","#N/A",07950-2546,NJ,115 Tabor Rd,Jupiter Consulting is the leader in Energy in Morris Plains,"#N/A",Energy,false,"#N/A",Uidoo,"#N/A","#N/A",1.973.455.2000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
63364761-c267-45da-bc2f-be5520148c28,"#N/A",7.6279E10,Cincinnati,United States,"#N/A","#N/A","#N/A",45202-3393,OH,1 Procter and Gamble Plz,ADM Goods is the leader in Consumer Goods in Cincinnati,"#N/A",Consumer Goods,false,"#N/A",Voonix,"#N/A","#N/A",1.513.983.1100,Cincinnati,US,"#N/A","#N/A","#N/A",45201-0599,OH,P.O. BOX 599,"#N/A",Customer,"#N/A"
65c73fa6-2e63-4637-80b1-9080a8fc451a,"#N/A",2.87538616E8,Victoria Park,Australia,"#N/A","#N/A","#N/A",6100,WA,27 Temple St,LexCorp is the leader in Banking in Victoria Park,"#N/A",Banking,false,"#N/A",Trilith,"#N/A","#N/A",(08) 7764 6096,Victoria Park,Australia,"#N/A","#N/A","#N/A",6100,WA,27 Temple St,"#N/A",Customer,"#N/A"
665f96b3-ca58-431a-aa36-105dd6079cbb,"#N/A",4.528576E8,North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,Demo Company is the leader in Consulting in North Sydney,"#N/A",Consulting,false,"#N/A",Topiclounge,"#N/A","#N/A",(02) 8592 7342,North Sydney,Australia,"#N/A","#N/A","#N/A",2060,NSW,54 McLaren Street,"#N/A",Customer,"#N/A"
68290fa3-1b65-4bf0-80b7-a89948dea19f,"#N/A",1.07006E11,Seattle,United States,"#N/A","#N/A","#N/A",98109-5210,WA,410 Terry Ave N,Heimdall College of Optometry is the leader in Higher Education in Seattle,"#N/A",Higher Education,false,"#N/A",Bluezoom,"#N/A","#N/A",1.206.266.1000,Seattle,US,"#N/A","#N/A","#N/A",98108-1300,WA,P.O. BOX 81226,"#N/A",Prospect,"#N/A"
68fb3845-14ed-4f80-bd4f-57c6a296ad02,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Entertainment,false,"#N/A",Regal Cinemas,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
6a303fbc-5900-44cb-afa7-0391b8cbd25a,"#N/A",3.7876E10,Bloomfield,United States,"#N/A","#N/A","#N/A",06002-2920,CT,900 Cottage Grove Rd,Trek Broadcasting is the leader in Media in Bloomfield,"#N/A",Media,false,"#N/A",Quimm,"#N/A","#N/A",1.860.226.6000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
6ad1bf95-39a7-46b1-99d0-b74062be3f93,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Entertainment,false,"#N/A",AMC Entertainment,4408,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
6c2d8b0b-7298-4775-850b-629994a3b434,"#N/A",6.30331409E8,Berlin,Germany,"#N/A","#N/A","#N/A","#N/A",Berlin,Friedrich-Ebert-Allee 140,Tara Shea Micko Hospital is the leader in Healthcare in Berlin,"#N/A",Healthcare,false,"#N/A",Yozio,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
6cc5acbb-184d-45e5-8bb2-ab276c712e96,"#N/A",1.46231103E8,Welwyn Garden City,United Kingdom,"#N/A","#N/A","#N/A",AL7 1GA,"#N/A","Tesco House, Shire Park, Kestrel Way",Western Gas & Electric is the leader in Biotechnology,"#N/A",Biotechnology,false,"#N/A",Meeveo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","Tesco House, Shire Park, Kestrel Way","#N/A",Customer,"#N/A"
6fc36d23-7ff0-4a89-91f4-00dc4db3e96e,"#N/A",2.33715E11,Cupertino,United States,"#N/A","#N/A","#N/A",95014-2083,CA,1 Infinite Loop,Sweetwine Car Service is the leader in Transportation in Cupertino,"#N/A",Transportation,false,"#N/A",Wordtune,"#N/A","#N/A",1.408.996.1010,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
702967a3-dd63-4348-9567-876537d97960,"#N/A",1.03444E11,Deerfield,United States,"#N/A","#N/A","#N/A",60015-5145,IL,108 Wilmot Rd,"Civic Wealth, Inc. is the leader in Financial Services in Deerfield","#N/A",Financial Services,false,"#N/A",Mydo,"#N/A","#N/A",1.847.315.2500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",200 George Street,"#N/A",Customer,"#N/A"
702b536b-28ef-4e47-b3d6-111678e14f51,"#N/A",4.528576E8,Paris,France,"#N/A","#N/A","#N/A","#N/A","#N/A",75010,Trevor Ferrin Hospital is the leader in Healthcare,"#N/A",Healthcare,false,"#N/A",Yakidoo,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
724453a1-1e18-4371-af9d-f706408c6e7f,"#N/A",2.55815146E8,Annerley,Australia,"#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,Chez Quis is the leader in Retail in Annerley,"#N/A",Retail,false,"#N/A",Rhycero,"#N/A","#N/A",(07) 6433 7486,Annerley,Australia,"#N/A","#N/A","#N/A",4103,QLD,10 Wingfield St,"#N/A",Customer,"#N/A"
7429bc35-f0b1-4d22-b89a-00ae7414cee2,"#N/A",3.9528E10,Richfield,United States,"#N/A","#N/A","#N/A",55423-3683,MN,7601 Penn Ave S,"Kustodial Services, LLC is the leader in Services in Richfield","#N/A",Services,false,"#N/A",Avaveo,"#N/A","#N/A",1.612.291.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
759fc15e-441a-40d0-907b-fd218963b862,"#N/A",8.4202995E8,Mitchelton,Australia,"#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,"#N/A",Healthcare,false,"#N/A",Viva,"#N/A","#N/A",(07) 8057 8902,Mitchelton,Australia,"#N/A","#N/A","#N/A",4053,QLD,34 Frasers Rd,"#N/A",Customer,"#N/A"
77537bdf-7e90-4c91-963f-f08edcf3abd8,"#N/A",2.9111322E7,Savannah,United States,"#N/A","#N/A","#N/A",31410,GA,50137 Brickson Park Alley,"#N/A","#N/A",Consulting,false,"#N/A",Pixope,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
77585371-ed63-4829-897f-fd0dd176b8ff,"#N/A",6.39903177E8,Sydney,Australia,"#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,Petrox Oil Company is the leader in Energy in Sydney,"#N/A",Energy,false,"#N/A",Kwideo,"#N/A","#N/A",(02) 7948 6474,Sydney,Australia,"#N/A","#N/A","#N/A",2007,NSW,390 Harris Street,"#N/A",Customer,"#N/A"
78daee0e-ed14-479c-a646-1faddce720c1,"#N/A",5.6873066E8,Bondi,Australia,"#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,Danielle Bogartz Hospital is the leader in Healthcare in Bondi,"#N/A",Healthcare,false,"#N/A",Oyoba,"#N/A","#N/A",(02) 7198 7098,Bondi,Australia,"#N/A","#N/A","#N/A",2026,NSW,178 Campbell Parade,"#N/A",Customer,"#N/A"
798ea52e-86fe-49f4-9052-2aa6db965895,"#N/A",1.35962E11,Chesterbrook,United States,"#N/A","#N/A","#N/A",19087-5594,PA,1300 Morris Dr Ste 100,Apogee Corp. is the leader in Manufacturing in Chesterbrook,"#N/A",Manufacturing,false,"#N/A",Divavu,"#N/A","#N/A",1.610.727.7000,Valley Forge,US,"#N/A","#N/A","#N/A",19482-0959,PA,P.O. BOX 959,"#N/A",Customer,"#N/A"
79f52f6b-d7ee-4682-aafc-1a8a8dd17741,"#N/A",7.2258E10,Findlay,United States,"#N/A","#N/A","#N/A",45840-3229,OH,539 S Main St,Claton Gardner Hospital is the leader in Healthcare in Findlay,"#N/A",Healthcare,false,"#N/A",Topdrive,"#N/A","#N/A",1.419.422.2121,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
79fb0062-dd23-41f3-828b-af70ff725c1a,"#N/A",8.9244318E7,Middlesex,United Kingdom,"#N/A","#N/A","#N/A","#N/A",London,980 Great West Road,TF South is the leader in Healthcare in Middlesex,"#N/A",Healthcare,false,"#N/A",Chatterpoint,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
7bd8d61e-bf7d-46c8-823e-4a72ab787f49,"#N/A",4.9161E10,San Jose,United States,"#N/A","#N/A","#N/A",95134-1706,CA,170 W Tasman Dr,Franklin Research College is the leader in Higher Education in San Jose,"#N/A",Higher Education,false,"#N/A",Oozz,"#N/A","#N/A",1.408.526.4000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
7ff52132-e5b9-4c1d-a594-0abb9c9386e5,"#N/A",1.38477E11,San Ramon,United States,"#N/A","#N/A","#N/A",94583-2324,CA,6001 Bollinger Canyon Rd,Audioshore is the leader in Technology in San Ramon,"#N/A",Technology,false,"#N/A",Noba,"#N/A","#N/A",1.925.842.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
81c71996-6474-47ae-87ee-930dae314b36,"#N/A",5.6098E10,Farmington,United States,"#N/A","#N/A","#N/A",06032-2577,CT,10 Farm Springs Rd,Tungsten Security Services is the leader in Transportation in Farmington,"#N/A",Transportation,false,"#N/A",Centimia,"#N/A","#N/A",1.860.728.7000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
8203d038-4f35-47bb-a2c4-83cb2109ebbb,"#N/A",7.70881668E8,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,45 Spring Street,Globo Gym American Corp is the leader in Hospitality in Melbourne,"#N/A",Hospitality,false,"#N/A",Devcast,"#N/A","#N/A",(03) 8426 7995,Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,45 Spring Street,"#N/A",Customer,"#N/A"
82a9a6bb-9ff4-4fdb-a2cb-cebd0df0a6f5,"#N/A",8.4202995E8,North Rhine-Westphalia,Germany,"#N/A","#N/A","#N/A","#N/A",Leverkusen,51368 Leverkusen,SpringShield is the leader in Banking in North Rhine-Westphalia,"#N/A",Banking,false,"#N/A",Fanoodle,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
8422269d-10ec-4127-bc5d-fa903058088b,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",IN,"#N/A","#N/A","#N/A",Education,false,"#N/A",Notre Dame University,1309,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
84362447-1a12-40e0-abaf-fd468104e942,"#N/A",9.05588171E8,Lansvale,Australia,"#N/A","#N/A","#N/A",2166,NSW,4 Riverside Rd,Sixty Second Avenue is the leader in Agriculture in Lansvale,"#N/A",Agriculture,false,"#N/A",Zoomlounge,"#N/A","#N/A",(02) 6837 7271,Lansvale,Australia,"#N/A","#N/A","#N/A",2166,NSW,4 Riverside Rd,"#N/A",Customer,"#N/A"
856f3809-d643-4c4b-ae59-94ed09975196,"#N/A",8.8275E10,New York,United States,"#N/A","#N/A","#N/A",10022-4699,NY,399 Park Ave,Martic-Morales Corp. is the leader in Manufacturing in New York,"#N/A",Manufacturing,false,"#N/A",Browseblab,"#N/A","#N/A",1.212.559.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",100 North Riverside.,"#N/A",Customer,"#N/A"
88919f35-277e-4936-851d-aa815417494b,"#N/A",7.76395463E8,Tokyo,Japan,"#N/A","#N/A","#N/A","#N/A","#N/A",1-7-1 Konan Minato-ku,Wernham Hogg is the leader in Telecommunications,"#N/A",Telecommunications,false,"#N/A",Browsedrive,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",4 Riverside Rd,"#N/A",Customer,"#N/A"
896e5df6-0b36-4029-9ecb-986fc641bcdc,"#N/A",4.12752795E8,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,CL North is the leader in Healthcare in Avoca Beach,"#N/A",Healthcare,false,"#N/A",Photolist,"#N/A","#N/A",(02) 7233 8627,Avoca Beach,Australia,"#N/A","#N/A","#N/A",2251,NSW,18 Hillside Rd,"#N/A",Customer,"#N/A"
897f7797-3ab1-410b-ae9d-451fd43ddba2,"#N/A",8.0231577E7,Bavaria,Germany,"#N/A","#N/A","#N/A",80333,Munich,Wittelsbacherplatz 2,Virtucon is the leader in Banking in Bavaria,"#N/A",Banking,false,"#N/A",Aivee,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",6/10 Mount St,"#N/A",Customer,"#N/A"
8de7e985-8874-4e4c-ac19-b6b1c1cf07e5,"#N/A",4.8778E10,Midland,United States,"#N/A","#N/A","#N/A",48674-1500,MI,2030 Dow Ctr,Computico Labs is the leader in Technology in Midland,"#N/A",Technology,false,"#N/A",Kamba,"#N/A","#N/A",1.989.636.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
8fffa601-1eb3-41bd-9838-54e204428805,"#N/A",1.4139579037E10,New York,United States,"#N/A","#N/A","#N/A",10010-1655,NY,51 Madison Ave Bsmt 1b,Athena Theraputics is the leader in Healthcare in New York,"#N/A",Healthcare,false,"#N/A",Skimia,"#N/A","#N/A",1.212.576.7000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
9138186d-e7a5-4474-94bc-da477cd16724,"#N/A",2.5146E10,Hoffman Estates,United States,"#N/A","#N/A","#N/A",60179-0001,IL,3333 Beverly Rd,SocialScaling is the leader in Communications in Hoffman Estates,"#N/A",Communications,false,"#N/A",Jabbersphere,"#N/A","#N/A",1.847.286.2500,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
926325f8-35d4-4039-af80-08f52ec2d149,"#N/A",2.90807169E8,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,McMahon and Tate is the leader in Machinery in Algester,"#N/A",Machinery,false,"#N/A",Meejo,"#N/A","#N/A",(07) 6586 8516,Algester,Australia,"#N/A","#N/A","#N/A",4115,QLD,16 Hinterland Cr,"#N/A",Customer,"#N/A"
939246b2-bdf2-4c19-a2d5-041cd13b7ebb,"#N/A",4.1373E10,Springdale,United States,"#N/A","#N/A","#N/A",72762-6901,AR,2200 W Don Tyson Pkwy,Newslync is the leader in Media in Springdale,"#N/A",Media,false,"#N/A",Meevee,"#N/A","#N/A",1.479.290.4000,Springdale,US,"#N/A","#N/A","#N/A",72765-2020,AR,P.O. BOX 2020,"#N/A",Customer,"#N/A"
93c01ba0-b861-4519-bfe3-a6861242bec8,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Hospitality,false,"#N/A",IHG Hotels & Resorts,9636,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
964a4d94-81ec-46e1-86bd-efccebc64e7e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",OH,"#N/A","#N/A","#N/A",Entertainment,false,"#N/A",Cedar Point,2600,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
96a97f14-e47c-4412-910e-eb685d373834,"#N/A",4.7011E10,Peoria,United States,"#N/A","#N/A","#N/A",61629-0002,IL,100 Ne Adams St,Carthage Automotive is the leader in Automotive in Peoria,"#N/A",Automotive,false,"#N/A",Oloo,"#N/A","#N/A",1.309.675.1000,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
97b4c9b8-a8ad-477b-9b8f-498e5756d0b5,"#N/A",6.52105621E8,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,Mainway Toys is the leader in Retail in Ettalong Beach,"#N/A",Retail,false,"#N/A",Podcat,"#N/A","#N/A",(02) 7575 8703,Ettalong Beach,Australia,"#N/A","#N/A","#N/A",2257,NSW,356 Ocean View Rd,"#N/A",Prospect,"#N/A"
98644bad-c648-4781-91b4-e68a4a8f3e12,"#N/A","#N/A",Brighton,USA,"#N/A","#N/A","#N/A",80020,Colorado,5678 Victory Rd,Alexa Roberts is the leader in Machinery in Brighton,"#N/A",Machinery,false,"#N/A",Dabtype,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
999286a8-ad3e-44e8-803c-8be4d865eb80,"#N/A",1.46801E11,Dallas,United States,"#N/A","#N/A","#N/A",75202-4295,TX,208 S Akard St,"Regal Machine, Inc. is the leader in Automotive in Dallas","#N/A",Automotive,false,"#N/A",Eadel,"#N/A","#N/A",1.210.821.4105,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
9a19b3c0-3150-4489-8408-736c8bf9756b,"#N/A",2.1153104E7,Houston,United States,"#N/A","#N/A","#N/A",77228,TX,2591 Vidon Court,"#N/A","#N/A",Manufacturing,false,"#N/A",Quatz,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
9ccd13b3-808b-448e-926e-cdcc49af59a6,"#N/A",1.57107E11,Minnetonka,United States,"#N/A","#N/A","#N/A",55343-9693,MN,9900 Bren Rd E Ste 300w,"Input, Inc. is the leader in Shipping in Minnetonka","#N/A",Shipping,false,"#N/A",Skinte,"#N/A","#N/A",1.952.936.1300,Minneapolis,US,"#N/A","#N/A","#N/A",55440-1459,MN,P.O. BOX 1459,"#N/A",Customer,"#N/A"
9d79c419-a363-405e-8e93-88ba252723b0,"#N/A",6.8846673E7,Como,Australia,"#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,Megadodo Publications is the leader in Consulting in Como,"#N/A",Consulting,false,"#N/A",Jaxspan,"#N/A","#N/A",(02) 6849 6177,Como,Australia,"#N/A","#N/A","#N/A",2226,NSW,67 Como Pde,"#N/A",Prospect,"#N/A"
9e9fc9fb-5661-405f-9c4b-f5035ac818ac,"#N/A",1.46231103E8,Kensington,Australia,"#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,SB North is the leader in Healthcare in Kensington,"#N/A",Healthcare,false,"#N/A",Quire,"#N/A","#N/A",(02) 6721 8929,Kensington,Australia,"#N/A","#N/A","#N/A",1465,NSW,4/81 Doncaster Av,"#N/A",Customer,"#N/A"
a0fc56bc-203a-41dd-892f-eafc5c607afc,"#N/A",3.45972597E8,Wahroonga,Australia,"#N/A","#N/A","#N/A",2076,NSW,3 Myra St,Nordyne Defense Dynamics is the leader in Technology in Wahroonga,"#N/A",Technology,false,"#N/A",Thoughtstorm,"#N/A","#N/A",(02) 7820 8765,Wahroonga,Australia,"#N/A","#N/A","#N/A",2076,NSW,3 Myra St,"#N/A",Customer,"#N/A"
a2f367db-f4ff-418a-a820-4e6bd74b912c,"#N/A",5.0E7,Vancouver,Canada,"#N/A","#N/A","#N/A","#N/A",BC,BC V6T 1A7,Spade and Archer is the leader in Services in BC,"#N/A",Services,false,"#N/A",Twitterwire,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
a31c055a-838f-44b9-92ef-76cdcf990a3f,"#N/A",1.49558E11,Dearborn,United States,"#N/A","#N/A","#N/A",48126-2701,MI,1 American Rd,"Tension, Inc. is the leader in Energy in Dearborn","#N/A",Energy,false,"#N/A",Gabtype,"#N/A","#N/A",1.313.322.3000,Dearborn,US,"#N/A","#N/A","#N/A",48121-0685,MI,P.O. BOX 685,"#N/A",Customer,"#N/A"
a31f54d8-2483-4e7b-a02a-4c49fed5009d,"#N/A",7.58251458E8,Seattle,USA,"#N/A","#N/A","#N/A","#N/A",WA,1483 Alaskan Way,Susannah St-Germain Hospital is the leader in Healthcare in Seattle,"#N/A",Healthcare,false,"#N/A",Yakitri,"#N/A","#N/A",(555) 561-5555,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
a3cb6bed-c69c-4190-833c-7a9801475179,"#N/A",7.0074E10,New Brunswick,United States,"#N/A","#N/A","#N/A",08933-0002,NJ,1 Johnson and Johnson Plz,Budgetworks is the leader in Financial Services in New Brunswick,"#N/A",Financial Services,false,"#N/A",Blognation,"#N/A","#N/A",1.732.524.0400,Neenah,US,"#N/A","#N/A","#N/A",54957-0767,WI,P.O. BOX 767,"#N/A",Customer,"#N/A"
a5ae3287-acf5-49d2-9bbd-75f4ee36694c,"#N/A",9.37328603E8,Kuraby,Australia,"#N/A","#N/A","#N/A",4112,QLD,28 Besline St,Leeding Engines Ltd. is the leader in Manufacturing in Kuraby,"#N/A",Manufacturing,false,"#N/A",Lazzy,"#N/A","#N/A",(07) 6674 6703,Kuraby,Australia,"#N/A","#N/A","#N/A",4112,QLD,28 Besline St,"#N/A",Customer,"#N/A"
a8282827-8def-492b-b77a-097ca4f5a8a6,"#N/A",2.3152E10,Houston,United States,"#N/A","#N/A","#N/A",77002-4101,TX,333 Clay St Ste 1600,Wentworth Industries is the leader in Engineering in Houston,"#N/A",Engineering,false,"#N/A",Myworks,"#N/A","#N/A",1.713.646.4100,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Customer,"#N/A"
a9a48a73-d4ff-4780-85e9-699a22fdb737,"#N/A",3.7179E10,Milwaukee,United States,"#N/A","#N/A","#N/A",53209-4408,WI,5757 N Green Bay Ave,General Forge and Foundry is the leader in Machinery in Milwaukee,"#N/A",Machinery,false,"#N/A",Voomm,"#N/A","#N/A",1.414.524.1200,Milwaukee,US,"#N/A","#N/A","#N/A",53201-0591,WI,P.O. BOX 591,"#N/A",Prospect,"#N/A"
aa3ee89c-86e0-4478-8eca-8ccf016cfe90,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A",Sample Account for Entitlements,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
ab09b305-6eb8-4318-ab58-5a96a3816af1,"#N/A",6574015.0,Danbury,United States,"#N/A","#N/A","#N/A",6816,CT,5898 Superior Street,"#N/A","#N/A",Insurance,false,"#N/A",Thoughtblab,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
abdc7dfd-e2b6-4fd4-8ada-ff93fe8dfef4,"#N/A",3.0601E10,Beaverton,United States,"#N/A","#N/A","#N/A",97005-0979,OR,1 SW Bowerman Dr,Gadgetron is the leader in Technology in Beaverton,"#N/A",Technology,false,"#N/A",Topicshots,"#N/A","#N/A",1.503.671.6453,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
ac14bea4-8dee-4eb6-b3f6-3794607b410d,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Entertainment,false,"#N/A",Landmark Cinemas,850,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",Prospect,"#N/A"
adac80af-cb65-460a-9d68-18c77309445b,"#N/A",3.0944938E10,Framingham,United States,"#N/A","#N/A","#N/A",01701-4698,MA,770 Cochituate Rd Ste 1,Prandial Foods is the leader in Consumer Goods in Framingham,"#N/A",Consumer Goods,false,"#N/A",Yodel,"#N/A","#N/A",1.508.390.1000,Framingham,US,"#N/A","#N/A","#N/A",01701-9133,MA,P.O. BOX 9133,"#N/A",Customer,"#N/A"
ae49dab7-723b-446b-b22a-3d68ad9f82f8,"#N/A",2.70279E10,Houston,United States,"#N/A","#N/A","#N/A",77002-5432,TX,1100 Louisiana St FL 10,Sylvia Birungi Hospital is the leader in Healthcare in Houston,"#N/A",Healthcare,false,"#N/A",Vipe,"#N/A","#N/A",1.713.381.6500,Houston,US,"#N/A","#N/A","#N/A",77210-4324,TX,P.O. BOX 4324,"#N/A",Prospect,"#N/A"
